# match log for nfl2k5_retail_team_history.csv (nflverse-data (https://github.com/nflverse/nflverse-data), CC-BY-4.0)
# players with game seasons: 1325; exact: 835; last name + DOB: 313; ambiguous: 5; none: 172
# season rows: 5068 of 5867 have a team; per year: 1982: 1/1, 1983: 1/1, 1984: 1/1, 1985: 3/3, 1986: 4/4, 1987: 6/7, 1988: 10/12, 1989: 11/12, 1990: 15/17, 1991: 27/29, 1992: 40/44, 1993: 59/70, 1994: 94/109, 1995: 142/163, 1996: 216/243, 1997: 291/327, 1998: 376/421, 1999: 459/531, 2000: 580/678, 2001: 751/876, 2002: 929/1076, 2003: 1052/1242
   0 Duane Starks 1974-05-23: exact 00-0015577; covered [1998, 1999, 2000, 2001, 2002]; missing []
1879 Steve Gleason 1977-03-19: fallback_dob 00-0019053; covered [2000, 2001, 2002, 2003]; missing []
1881 Chris Cole 1977-10-12: none; seasons [2000, 2001, 2003]
1883 Jason Bell 1978-04-01: exact 00-0020110; covered [2001, 2002, 2003]; missing []
1884 Kevin Swayne 1975-01-17: exact 00-0015959; covered [2001, 2002, 2003]; missing []
1885 Stephen Trejo 1977-11-20: exact 00-0020094; covered [2001, 2002, 2003]; missing []
1886 Lemar Marshall 1976-12-17: exact 00-0010421; covered [2002, 2003]; missing []
1888 Jason McAddley 1979-07-28: exact 00-0021094; covered [2002, 2003]; missing []
1889 Sam Simmons 1979-11-25: fallback_dob 00-0021283; covered []; missing [2002]
1890 Randy Hymes 1979-08-07: exact 00-0020984; covered []; missing [2003]
1891 Travis Carroll 1978-10-26: exact 00-0020729; covered [2002, 2003]; missing []
1893 Leonard Stephens 1978-07-09: exact 00-0019035; covered []; missing [2003]
1896 Ian Scott 1981-11-08: fallback_dob 00-0022140; covered [2003]; missing []
1899 Marquand Manuel 1979-07-11: exact 00-0021096; covered [2002, 2003]; missing []
1900 Joe Johnson 1972-07-11: fallback_dob 00-0008541; covered [1994, 1995, 1996, 1997, 1998, 2000, 2001, 2002, 2003]; missing []
1902 Henri Crockett 1974-10-28: exact 00-0003660; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1903 John Jones 1975-04-04: exact 00-0019404; covered [2001, 2002]; missing []
1904 Moran Norris 1978-06-16: fallback_dob 00-0020508; covered [2001, 2002, 2003]; missing []
1907 Rob Johnson 1973-03-18: exact 00-0008612; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1908 Doug Evans 1970-05-13: fallback_dob 00-0004978; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1909 Arland Bruce 1977-11-23: exact 00-0018996; covered [2003]; missing []
1910 Jeremiah Trotter 1977-01-20: exact 00-0016624; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1911 Shannon Sharpe 1981-03-23: none; seasons [1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1912 Gilbert Brown 1971-02-22: exact 00-0001940; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003]; missing []
1913 Antonio Freeman 1972-05-27: exact 00-0005562; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1914 Bill Schroeder 1971-01-09: fallback_dob 00-0014489; covered [1997, 1998, 1999, 2000, 2001, 2002]; missing []
1915 Seth Marler 1981-03-27: fallback_dob 00-0021462; covered [2003]; missing []
1916 Harold Morrow 1973-02-24: exact 00-0011718; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002]; missing []
1917 Jason Sehorn 1971-04-15: exact 00-0014637; covered [1994, 1995, 1996, 1997, 1999, 2000, 2001, 2002, 2003]; missing []
1918 Chad Bratzke 1971-09-15: exact 00-0001707; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1919 Victor Green 1969-12-08: exact 00-0006356; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1920 Mo Lewis 1969-10-21: fallback_dob 00-0009886; covered [1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1921 Marvin Jones 1972-06-28: exact 00-0008819; covered [1993, 1994, 1995, 1996, 1997, 1999, 2000, 2001, 2002, 2003]; missing []
1922 Dedric Ward 1974-09-29: exact 00-0017160; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1923 Raymond Walls 1979-07-24: exact 00-0020324; covered [2001, 2003]; missing []
1924 D'Wayne Bates 1975-12-04: exact 00-0000869; covered [1999, 2000, 2001, 2002, 2003]; missing []
1925 Corey Harris 1976-11-28: exact 00-0018614; covered [1999, 2000, 2001, 2002, 2003]; missing []
1926 Lester Towns 1977-08-28: exact 00-0019624; covered [2000, 2001, 2002, 2003]; missing []
1927 Chris Redman 1977-07-07: exact 00-0019709; covered [2000, 2001, 2002, 2003]; missing []
1929 Stacey Mack 1974-06-26: none; seasons [1999, 2000, 2001, 2002, 2003]
1930 Tay Cody 1977-10-06: exact 00-0020447; covered [2001, 2002, 2003]; missing []
1931 Owen Pochman 1977-08-02: exact 00-0020379; covered [2001, 2003]; missing []
1934 Charles Hill 1980-11-01: exact 00-0021208; covered [2003]; missing []
1936 J.R. Redmond 1977-09-28: fallback_dob 00-0019722; covered [2000, 2001, 2002, 2003]; missing []
